id,sentence,subject_entity,object_entity,label
161,"여러 자동차 회사가 공존할 수 있으며, 이 회사들 사이에 차이가 충분히 있어 서로 다른 소비자에게 서비스를 제공할 수 있다."" 라고 말했다.","{'word': '자동차 회사', 'start_idx': 3, 'end_idx': 8, 'type': 'ORG'}","{'word': '소비자', 'start_idx': 49, 'end_idx': 51, 'type': 'PER'}",no_relation
162,그녀는 2013년 9월 월스트리트 저널과의 인터뷰에서 모회사 이익을 창출하지 못한 인기 기업으로부터 사업을 창출하기 위한 방법으로 2014년 9월까지 광고 판매를 시작할 준비가 되어 있어야 한다고 말했다.,"{'word': '월스트리트 저널', 'start_idx': 13, 'end_idx': 20, 'type': 'ORG'}","{'word': '그녀', 'start_idx': 0, 'end_idx': 1, 'type': 'PER'}",no_relation
163,화이트는 2013년 12월 인스타그램에서 탈퇴하여 스냅챗에 합류하였다.,"{'word': '인스타그램', 'start_idx': 15, 'end_idx': 19, 'type': 'ORG'}","{'word': '화이', 'start_idx': 0, 'end_idx': 1, 'type': 'PER'}",no_relation
164,"인스타그램은 사용자가 마음에 드는 사용자의 사진을 더 많이 볼 수 있도록 알고리즘을 설계했다고 밝혔지만, 많은 사용자들이 팔로워들에게 업데이트를 볼 수 있도록 게시 알림을 켜달라고 요청하는 등 부정적인 피드백이 상당했다.","{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '사용자', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",no_relation
165,"2011년 5월, Fast Company는 CEO 케빈 시스트롬을 ""2011년 비즈니스에서 가장 창조적인 100인""에서 66위로 선정했다.","{'word': 'Fast Company', 'start_idx': 10, 'end_idx': 21, 'type': 'ORG'}","{'word': '케빈 시스트롬', 'start_idx': 28, 'end_idx': 34, 'type': 'PER'}",no_relation
166,"2012년 4월 9일, 페이스북 주식회사는 10억 달러의 현금과 주식으로 인스타그램을 인수했으며, 회사를 독립적으로 운영한다는 계획을 세웠다.","{'word': '페이스북 주식회사', 'start_idx': 13, 'end_idx': 21, 'type': 'ORG'}","{'word': '인스타그램', 'start_idx': 41, 'end_idx': 45, 'type': 'ORG'}",no_relation
167,CNN에 따르면 이 거래는 페이스북의 예정된 공모 직전에 종료되었다고 한다.,"{'word': '페이스북', 'start_idx': 15, 'end_idx': 18, 'type': 'ORG'}","{'word': 'CNN', 'start_idx': 0, 'end_idx': 2, 'type': 'ORG'}",no_relation
168,페이스북 F8에서 인스타그램은 캐나다를 시작으로 다른 사용자들이 게시한 콘텐츠에 대해 공개적으로 표시된 '좋아요' 개수를 제거하는 시범을 보일 것이라고 발표했다.,"{'word': '페이스북', 'start_idx': 0, 'end_idx': 3, 'type': 'ORG'}","{'word': '인스타그램', 'start_idx': 10, 'end_idx': 14, 'type': 'ORG'}",no_relation
169,"그러나 이용자들은 트위터와 레딧에 불만을 전하며 변화에 잘 대응하지 못했고, 뉴욕타임스는 특히 ""릴스가 틱톡 복제품으로서 모든 면에서 실패할 뿐만 아니라, 혼란스럽고, 답답하고, 탐색이 불가능하다""며 릴스를 외면했다.","{'word': '트위터', 'start_idx': 10, 'end_idx': 12, 'type': 'ORG'}","{'word': '레딧', 'start_idx': 15, 'end_idx': 16, 'type': 'ORG'}",no_relation
170,"다만 인스타그램의 모회사인 페이스북이 이런 내용을 접한 이용자들에게 해당 자료를 보고하라고 하는 등 2013년 폭로를 계기로 불법 마약 거래 사건이 새롭게 발생했고, 이때 '전용팀'이 해당 정보를 검토한다.","{'word': '인스타그램', 'start_idx': 3, 'end_idx': 7, 'type': 'ORG'}","{'word': '페이스북', 'start_idx': 15, 'end_idx': 18, 'type': 'ORG'}",no_relation
171,"해외에선 리바이스, 버버리와 같은 외국 기업들과 광고 파트너십을 맺은 바 있는데 국내에서도 기업들과 연계하여 다양한 수익 모델을 도입할 예정이다.","{'word': '리바이스', 'start_idx': 5, 'end_idx': 8, 'type': 'ORG'}","{'word': '버버리', 'start_idx': 11, 'end_idx': 13, 'type': 'ORG'}",no_relation
172,월스트리트저널(WSJ)에 따르면 페이스북의 2013년 회계연도 매출이 전년 대비 40% 증가했을 것으로 예상되고 있다.,"{'word': '월스트리트저널', 'start_idx': 0, 'end_idx': 6, 'type': 'ORG'}","{'word': '페이스북', 'start_idx': 18, 'end_idx': 21, 'type': 'ORG'}",no_relation
173,이 문제는 2011년 10월 28일 국가인권위원회가 방송통신위원회에 조사를 권고한 상태이다.,"{'word': '국가인권위원회', 'start_idx': 20, 'end_idx': 26, 'type': 'ORG'}","{'word': '방송통신위원회', 'start_idx': 29, 'end_idx': 35, 'type': 'ORG'}",no_relation
174,"영국 공정거래청은 2012년 8월 14일 이 거래를 승인했고, 2012년 8월 22일 미국 연방거래위원회(Federal Trade Commission)는 이 거래를 진행할 수 있도록 수사를 종결했다.","{'word': '연방거래위원회', 'start_idx': 51, 'end_idx': 57, 'type': 'ORG'}","{'word': '2012년 8월 14일', 'start_idx': 10, 'end_idx': 21, 'type': 'DAT'}",no_relation
175,이 거래 가격은 2005년 야후가 플리커에게 지불한 3천 5백만 달러와 비교되었다.,"{'word': '야후', 'start_idx': 15, 'end_idx': 16, 'type': 'ORG'}","{'word': '2005년', 'start_idx': 9, 'end_idx': 13, 'type': 'DAT'}",no_relation
176,"2017년 1월, 인스타그램은 5초짜리 사진과 15초짜리 비디오 광고가 서로 다른 스토리 사이에 나타나는 생략 가능한 광고를 시작했다.","{'word': '인스타그램', 'start_idx': 10, 'end_idx': 14, 'type': 'ORG'}","{'word': '2017년 1월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
177,"2014년 6월, 인스타그램은 영국, 캐나다, 호주에서 광고의 출시를 발표했으며, 그 해 가을부터 광고가 나오기 시작했다.","{'word': '인스타그램', 'start_idx': 10, 'end_idx': 14, 'type': 'ORG'}","{'word': '2014년 6월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
178,"2016년 2월, 인스타그램은 플랫폼에 20만 명의 광고주가 있다고 발표했다.","{'word': '인스타그램', 'start_idx': 10, 'end_idx': 14, 'type': 'ORG'}","{'word': '2016년 2월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
179,"2020년 3월, 인스타그램은 블로그 포스트를 통해 자사의 플랫폼에서 COVID-19와 관련된 허위 정보, 조작 및 가짜 뉴스의 흐름을 줄이기 위해 대대적인 조정 작업을 하고 있다고 발표했다.","{'word': '인스타그램', 'start_idx': 10, 'end_idx': 14, 'type': 'ORG'}","{'word': '2020년 3월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
180,2016년 4월 인스타그램은 사용자의 타임라인에서 볼 수 있는 사진의 순서를 연대순에서 알고리즘에 의해 결정되는 순서로 변경했다.,"{'word': '인스타그램', 'start_idx': 9, 'end_idx': 13, 'type': 'ORG'}","{'word': '2016년 4월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
181,"회사는 변경 전망에 화가 난 이용자들에게 트윗을 남겼지만 물러서지도 않았고, 변경할 방법도 제공하지도 않았고, 2020년 다시 확정시켰다.","{'word': '회사', 'start_idx': 0, 'end_idx': 1, 'type': 'ORG'}","{'word': '2020년', 'start_idx': 62, 'end_idx': 66, 'type': 'DAT'}",no_relation
182,"2019년, 페이스북은 인플루언서가 더 이상 페이스북과 인스타그램에 어떤 담배 제품, 무기 홍보도 올릴 수 없다고 발표했다.","{'word': '페이스북', 'start_idx': 7, 'end_idx': 10, 'type': 'ORG'}","{'word': '2019년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",no_relation
183,인스타그램은 2020년 미국 대선과 관련한 잘못된 정보의 확산을 막기 위해 2020년 10월 30일 해시태그 페이지의 '최근' 탭을 일시적으로 삭제했다.,"{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '2020년 10월 30일', 'start_idx': 42, 'end_idx': 54, 'type': 'DAT'}",no_relation
184,"2015년 2월, 인스타그램은 벤치마크 캐피털, 잭 도시, 크리스 사카(캐피털 펀드), 아담 달랑고 등 다양한 투자자로부터 시리즈 A 펀딩 700만 달러를 투자받은 것으로 알려졌다.","{'word': '인스타그램', 'start_idx': 10, 'end_idx': 14, 'type': 'ORG'}","{'word': '700만 달러', 'start_idx': 78, 'end_idx': 84, 'type': 'NOH'}",no_relation
185,거래 이후 인스타그램의 평가 가치(Valuation)는 약 2천만 달러가 되었다.,"{'word': '인스타그램', 'start_idx': 6, 'end_idx': 10, 'type': 'ORG'}","{'word': '2천만 달러', 'start_idx': 33, 'end_idx': 38, 'type': 'NOH'}",no_relation
186,"2012년 4월, 인스타그램은 5억 달러의 가치를 평가받으며 벤처 투자가들로부터 5천만 달러를 투자받았다.","{'word': '인스타그램', 'start_idx': 10, 'end_idx': 14, 'type': 'ORG'}","{'word': '5천만 달러', 'start_idx': 45, 'end_idx': 50, 'type': 'NOH'}",no_relation
187,"2012년 9월 6일, 인스타그램과 페이스북 사이의 거래는 공식적으로 현금 3억 달러와 주식 2,300만 주라는 매수 가격으로 종결되었다.","{'word': '인스타그램', 'start_idx': 13, 'end_idx': 17, 'type': 'ORG'}","{'word': '3억 달러', 'start_idx': 42, 'end_idx': 46, 'type': 'NOH'}",no_relation
188,"와이어드에 따르면, 이 거래로 시스트롬이 4억 달러의 순이익을 얻었다고 한다.","{'word': '시스트롬', 'start_idx': 17, 'end_idx': 20, 'type': 'ORG'}","{'word': '4억 달러', 'start_idx': 23, 'end_idx': 27, 'type': 'NOH'}",no_relation
189,"또한 2019년 7월, 인스타그램은 서비스에 대한 비난과 부정적인 의견을 줄이기 위해 고안된 새로운 기능을 구현할 것이라고 발표했다.","{'word': '인스타그램', 'start_idx': 13, 'end_idx': 17, 'type': 'ORG'}","{'word': '서비스', 'start_idx': 20, 'end_idx': 22, 'type': 'NOH'}",no_relation
190,"재설계설은 더 버지(The Verge)가 정보원으로부터 스크린샷을 받은 지난 4월부터 처음 나돌기 시작했지만, 당시 인스타그램 대변인은 ""개념일 뿐""이라고 알렸다.","{'word': '인스타그램', 'start_idx': 65, 'end_idx': 69, 'type': 'ORG'}","{'word': '스크린샷', 'start_idx': 31, 'end_idx': 34, 'type': 'POH'}",no_relation
191,"2011년 1월, 인스타그램은 사용자들이 자신의 사진을 설명하는 칸에 해시태그를 추가할 수 있게 만들었다. 해시태그는 사진과 사용자들 서로를 발견하는 것을 돕는다.","{'word': '인스타그램', 'start_idx': 10, 'end_idx': 14, 'type': 'ORG'}","{'word': '사진', 'start_idx': 27, 'end_idx': 28, 'type': 'POH'}",no_relation
192,"인스타그램은 지난 5월에도 웹사이트 링크를 메시지로 보낼 수 있도록 했으며, 사진을 자르지 않고 원래 세로나 가로 방향으로 보낼 수 있도록 지원도 추가했다.","{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '웹사이트 링크', 'start_idx': 15, 'end_idx': 21, 'type': 'POH'}",no_relation
193,"인스타그램은 이제 삭제된 페이스북 게시물에 ""콘텐츠 개발 시 해시태그보다는 사업목표나 목표에 집중하는 것을 추천한다""고 적었다.","{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '페이스북 게시물', 'start_idx': 14, 'end_idx': 21, 'type': 'POH'}",no_relation
194,인스타그램은 페이스북 한국 지사를 통해 국내 마케팅에도 시동을 걸고 있다.,"{'word': '페이스북', 'start_idx': 7, 'end_idx': 10, 'type': 'ORG'}","{'word': '국내 마케팅', 'start_idx': 22, 'end_idx': 27, 'type': 'POH'}",no_relation
195,"인스타그램은 2019년 8월에도 앱에서 '팔로우' 탭 제거 시범을 보이기 시작했는데, 이 탭에서는 사용자가 팔로우하는 사람들의 글과 댓글을 볼 수 있었다.","{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'ORG'}","{'word': '앱', 'start_idx': 18, 'end_idx': 18, 'type': 'INV'}",no_relation
196,"툴에 액세스하기 위해, 기업들은 해당 페이스북 페이지를 연결해야 했다.","{'word': '기업', 'start_idx': 13, 'end_idx': 14, 'type': 'ORG'}","{'word': '페이스북 페이지', 'start_idx': 21, 'end_idx': 28, 'type': 'INV'}",no_relation
197,인스타그램의 인기가 많아질수록 인스타그램에서 서비스를 제공하고 싶어하는 다양한 타사 서비스가 나타나고 있다.,"{'word': '인스타그램', 'start_idx': 17, 'end_idx': 21, 'type': 'ORG'}","{'word': '타사 서비스', 'start_idx': 44, 'end_idx': 49, 'type': 'INV'}",no_relation
198,"2011년 12월, 애플은 인스타그램을 2011년 올해의 앱으로 선정했다.","{'word': '애플', 'start_idx': 11, 'end_idx': 12, 'type': 'ORG'}","{'word': '인스타그램', 'start_idx': 15, 'end_idx': 19, 'type': 'INV'}",no_relation
199,"2015년 매셔블은 인스타그램이 '역대 최고의 아이폰 앱 100선'에 선정하며 ""세계에서 가장 영향력 있는 소셜 네트워크 중 하나""라고 언급했다.","{'word': '매셔블', 'start_idx': 6, 'end_idx': 8, 'type': 'ORG'}","{'word': '인스타그램', 'start_idx': 11, 'end_idx': 15, 'type': 'INV'}",no_relation
200,"이러한 변화는 10월에 공식화되었는데, 제품 책임자인 비샬 샤는 이 기능이 제대로 사용되지 않고 있으며 일부 사용자들은 이러한 방식으로 활동이 표면화되고 있다는 것을 알고 ""놀랐다""고 말했다.","{'word': '이 기능', 'start_idx': 36, 'end_idx': 39, 'type': 'INV'}","{'word': '비샬 샤', 'start_idx': 30, 'end_idx': 33, 'type': 'PER'}",no_relation
201,"이 앱은 출시되자마자 자동으로 동영상 재생을 시작하는데, 케빈 시스트롬 CEO는 이 기능이 동영상을 찾아야 하는 다른 비디오 플랫폼와는 대조적이라고 말했다.","{'word': '다른 비디오 플랫폼', 'start_idx': 63, 'end_idx': 72, 'type': 'INV'}","{'word': '케빈 시스트롬', 'start_idx': 32, 'end_idx': 38, 'type': 'PER'}",no_relation
202,"시스트롬은 이러한 비판을 ""공정하다""고 인정했지만, 레코드는 ""그는 두 소셜 앱의 공통적인 특징을 자동차 산업에 비유했다.","{'word': '소셜 앱', 'start_idx': 40, 'end_idx': 43, 'type': 'INV'}","{'word': '시스트롬', 'start_idx': 0, 'end_idx': 3, 'type': 'PER'}",no_relation
203,이 어플에서 이용자가 보낸 메시지는 확인되자마자 사라진다.,"{'word': '어플', 'start_idx': 2, 'end_idx': 3, 'type': 'INV'}","{'word': '이용자', 'start_idx': 7, 'end_idx': 9, 'type': 'PER'}",no_relation
204,콜린스는 인스타그램의 약관을 하나도 어기지 않았기 때문에 근거가 없다고 주장했다.,"{'word': '인스타그램', 'start_idx': 5, 'end_idx': 9, 'type': 'INV'}","{'word': '콜린스', 'start_idx': 0, 'end_idx': 2, 'type': 'PER'}",no_relation
205,"2021년 1월 7일, 도널드 트럼프 미국 대통령이 인스타그램에서 ""무한정""으로 금지되었다.","{'word': '인스타그램', 'start_idx': 29, 'end_idx': 33, 'type': 'INV'}","{'word': '도널드 트럼프', 'start_idx': 13, 'end_idx': 19, 'type': 'PER'}",no_relation
206,인스타그램을 홍보하는 국내 대행사 관계자는 “국내에서 인스타그램 사용자가 활발하게 늘어나고 있다”면서 “특히 아이돌과 연예인들을 중심으로 인기를 끌고 있다”고 말했다.,"{'word': '인스타그램을', 'start_idx': 0, 'end_idx': 5, 'type': 'INV'}","{'word': '아이돌과 연예인들', 'start_idx': 61, 'end_idx': 69, 'type': 'PER'}",no_relation
207,"인스타그램은 타임지의 ""2013년 최고의 안드로이드 애플리케이션 50개"" 목록에 올랐다.","{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'INV'}","{'word': '타임지', 'start_idx': 7, 'end_idx': 9, 'type': 'ORG'}",no_relation
208,이후 인스타그램 라이브가 현재 방영 중인 '최고의' 인스타그램 라이브 비디오의 알고리즘 큐레이션 페이지를 표시하기 위해 2016년 11월 탭이 다시 확장되었다.,"{'word': '인스타그램 라이브', 'start_idx': 3, 'end_idx': 11, 'type': 'INV'}","{'word': '2016년 11월', 'start_idx': 67, 'end_idx': 75, 'type': 'DAT'}",no_relation
209,"2020년 7월, 인스타그램은 인도에서 틱톡이 금지되자 릴스를 인도에서 내보냈다.","{'word': '릴스', 'start_idx': 31, 'end_idx': 32, 'type': 'INV'}","{'word': '2020년 7월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
210,"2017년 4월, 인스타그램은 모든 개인 메시지를 영구 메시지 및 사용 후 삭제 메시지를 동일한 메시지 스레드로 결합하도록 다이렉트 메시지를 재설계했다.","{'word': '메시지 스레드', 'start_idx': 54, 'end_idx': 60, 'type': 'INV'}","{'word': '2017년 4월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
211,"2014년 기준으로 인스타그램 사용자는 아이폰 소유자 50%, 안드로이드 소유자 50%로 균등하게 나뉜다.","{'word': '아이폰', 'start_idx': 22, 'end_idx': 24, 'type': 'INV'}","{'word': '2014년', 'start_idx': 0, 'end_idx': 4, 'type': 'DAT'}",no_relation
212,2012년 6월부터 2013년 6월까지 인스타그램의 사용자 수는 약 두 배가 되었다.,"{'word': '인스타그램', 'start_idx': 22, 'end_idx': 26, 'type': 'INV'}","{'word': '2012년 6월', 'start_idx': 0, 'end_idx': 7, 'type': 'DAT'}",no_relation
213,"인스타그램은 2011년 9월 SF 주간 웹 어워드에서 ""국내 베스트 모바일 앱""을 수상했다.","{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'INV'}","{'word': '2011년 9월', 'start_idx': 7, 'end_idx': 14, 'type': 'DAT'}",no_relation
214,2013년 10월 인스타그램은 캐나다 출신 사진작가 페트라 콜린스가 자신의 비키니 아랫도리 위로 음모가 보이는 자신의 사진을 올린 뒤 계정이 삭제되었다.,"{'word': '인스타그램', 'start_idx': 10, 'end_idx': 14, 'type': 'INV'}","{'word': '2013년 10월', 'start_idx': 0, 'end_idx': 8, 'type': 'DAT'}",no_relation
215,2015년 6월 11일 북한 고려호텔에서 발생한 화재 사건 며칠 뒤 당국은 사건 사진이 퍼지지 않도록 인스타그램 차단에 나섰다.,"{'word': '인스타그램', 'start_idx': 57, 'end_idx': 61, 'type': 'INV'}","{'word': '2015년 6월 11일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",no_relation
216,"2022년 3월 14일, 인스타그램은 2022년 러시아의 우크라이나 침공이 일어나자 인스타그램을 포함한 메타 서비스를 러시아에서 중단했다.","{'word': '인스타그램', 'start_idx': 47, 'end_idx': 51, 'type': 'INV'}","{'word': '2022년 3월 14일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",no_relation
217,"2011년 8월 23일, 카카오톡은 개인정보 취급 방침 변경을 고지하였다.","{'word': '카카오톡', 'start_idx': 14, 'end_idx': 17, 'type': 'INV'}","{'word': '2011년 8월 23일', 'start_idx': 0, 'end_idx': 11, 'type': 'DAT'}",no_relation
218,"소득과 관련해서는 연간 3만 달러 이하를 버는 미국 인터넷 사용자의 15%가 인스타그램을 사용하는 반면 3만~5만 달러 이상 버는 사람의 14%, 5만 달러 이상 버는 사용자의 12%가 인스타그램을 사용하고 있다.","{'word': '인스타그램', 'start_idx': 104, 'end_idx': 108, 'type': 'INV'}","{'word': '5만 달러', 'start_idx': 82, 'end_idx': 86, 'type': 'NOH'}",no_relation
219,이후 안드로이드 앱은 두 가지 중요한 업데이트를 받았다.,"{'word': '안드로이드 앱', 'start_idx': 3, 'end_idx': 9, 'type': 'INV'}","{'word': '업데이트', 'start_idx': 21, 'end_idx': 24, 'type': 'POH'}",no_relation
220,이 기능을 통해 동일한 해시태그를 추가한 모든 사진이 앱에서 표시되고 웹 사용자가 앱 외부에서 인스타그램 사진을 볼 수 있게 되었다.,"{'word': '앱', 'start_idx': 30, 'end_idx': 30, 'type': 'INV'}","{'word': '사진', 'start_idx': 26, 'end_idx': 27, 'type': 'POH'}",no_relation
221,"또한 이제 사용자는 텍스트, 이모티콘으로 개인 메시지에 회신하거나 하트 아이콘을 클릭하여 회신할 수 있다. 다이렉트 메시지 내부의 카메라를 통해 사용자는 대화에서 나가지 않고 사진을 찍어 수신자에게 보낼 수 있다. 2016년 11월 새로운 업데이트를 통해 사용자는 수신자가 본 후 개인 메시지를 ""사라짐""으로 만들 수 있으며, 수신자가 스크린샷을 찍으면 발신자가 알림을 받게 된다.","{'word': '다이렉트 메시지', 'start_idx': 60, 'end_idx': 67, 'type': 'INV'}","{'word': '이모티콘', 'start_idx': 16, 'end_idx': 19, 'type': 'POH'}",no_relation
222,"앱에 있는 모든 기능의 뿌리는 기술 역사의 어딘가에서 발견할 수 있다."" 라고 대응했다.","{'word': '앱', 'start_idx': 0, 'end_idx': 0, 'type': 'INV'}","{'word': '기술 역사', 'start_idx': 17, 'end_idx': 21, 'type': 'POH'}",no_relation
223,인스타그램 스토리 라이브는 종료 직후 영상이 사라졌다.,"{'word': '인스타그램 스토리 라이브', 'start_idx': 0, 'end_idx': 12, 'type': 'INV'}","{'word': '영상', 'start_idx': 21, 'end_idx': 22, 'type': 'POH'}",no_relation
224,"인스타그램 인사이트로 알려진 새로운 분석 페이지를 통해 비즈니스 계정은 상위 게시물, 도달 범위, 인상, 참여 및 인구 통계 데이터를 볼 수 있었다.","{'word': '인스타그램 인사이트', 'start_idx': 0, 'end_idx': 9, 'type': 'INV'}","{'word': '상위 게시물', 'start_idx': 40, 'end_idx': 45, 'type': 'POH'}",no_relation
225,"2019년 12월 16일, 페이스북은 제3자 팩트체커 기업을 통해 허위 정보를 식별, 검토, 허위 정보로 분류하여 인스타그램으로 팩트체크 프로그램을 확대하겠다고 발표했다. ""거짓"" 또는 ""일부 거짓""으로 평가된 콘텐츠는 검색 페이지 및 해시태그 페이지에서 제거되고, 추가로 ""거짓"" 또는 ""일부 거짓""으로 평가된 콘텐츠는 꼬리표를 달게 된다.","{'word': '검색 페이지', 'start_idx': 123, 'end_idx': 128, 'type': 'INV'}","{'word': '콘텐츠', 'start_idx': 118, 'end_idx': 120, 'type': 'POH'}",no_relation
226,"인스타그램은 2011년 1월에 열린 2010 TechCrunch Crunch Crunchies에서 ""베스트 모바일"" 부문 준우승을 차지했다.","{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'INV'}","{'word': '2010 TechCrunch Crunch Crunchies', 'start_idx': 20, 'end_idx': 51, 'type': 'POH'}",no_relation
227,인스타그램은 여러 나라에서 검열되고 있다.,"{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'INV'}","{'word': '여러 나라', 'start_idx': 7, 'end_idx': 11, 'type': 'POH'}",no_relation
228,인스타그램은 지난 2014년 홍콩 시위에 이어 시위 도중 발생한 경찰과의 대립과 사건들이 다수 녹화·촬영되면서 중국에 의해 차단됐다.,"{'word': '인스타그램', 'start_idx': 0, 'end_idx': 4, 'type': 'INV'}","{'word': '중국', 'start_idx': 62, 'end_idx': 63, 'type': 'POH'}",no_relation
229,변경된 방침에 동의하지 않으면 카카오톡을 이용할 수 없게 된다고 하였다.,"{'word': '카카오톡', 'start_idx': 17, 'end_idx': 20, 'type': 'INV'}","{'word': '변경된 방침', 'start_idx': 0, 'end_idx': 5, 'type': 'POH'}",no_relation
230,정전식 터치 방식은 화면을 힘을 가해 누르는 것이 아니라 화면에 살짝만 닿거나 혹은 근접하기만 해도 인식이 되기 때문에 감압식 터치스크린에 비해서 조작감이 부드럽다.,"{'word': '정전식 터치 방식', 'start_idx': 0, 'end_idx': 8, 'type': 'INV'}","{'word': '터치스크린', 'start_idx': 71, 'end_idx': 75, 'type': 'VIS'}",no_relation
231,현재 카카오톡은 스마트폰 사용자를 대상으로 프리웨어로 제공된다.,"{'word': '카카오톡', 'start_idx': 3, 'end_idx': 6, 'type': 'INV'}","{'word': '스마트폰', 'start_idx': 9, 'end_idx': 12, 'type': 'VIS'}",no_relation
232,"이 작업이 모두 완료되면 팝업은 사용자의 추가 검색을 거부하고 사용자에게 로그인을 요구한다. 2020년 9월, 이 제한은 로그인한 사용자를 pr로 포함하도록 확장되었다.","{'word': '팝업', 'start_idx': 14, 'end_idx': 15, 'type': 'INV'}","{'word': '사용자의 추가 검색', 'start_idx': 18, 'end_idx': 27, 'type': 'INV'}",no_relation
233,"E또한, 사용자들의 인스타그램 계정을 소셜 네트워킹 서비스와 연동할 수 있으며, 다른 사용자들과 피드를 주고받을 수 있다.","{'word': '네트워킹', 'start_idx': 24, 'end_idx': 27, 'type': 'INV'}","{'word': '인스타그램', 'start_idx': 11, 'end_idx': 15, 'type': 'INV'}",no_relation
234,언론 일부에서는 페이스북이 당시 인기를 끌었던 비디오 공유 애플리케이션인 바인과 경쟁하기 위한 시도라고 보았다.,"{'word': '페이스북', 'start_idx': 9, 'end_idx': 12, 'type': 'INV'}","{'word': '바인', 'start_idx': 41, 'end_idx': 42, 'type': 'INV'}",no_relation
235,인스타그램 앱과 웹사이트에서도 기본적인 기능을 이용할 수 있다.,"{'word': '인스타그램 앱', 'start_idx': 0, 'end_idx': 6, 'type': 'INV'}","{'word': '웹사이트', 'start_idx': 9, 'end_idx': 12, 'type': 'INV'}",no_relation
236,또한 Reels는 기존 인스타그램 필터 및 편집 도구와도 통합되었다.,"{'word': '편집 도구', 'start_idx': 24, 'end_idx': 28, 'type': 'INV'}","{'word': '인스타그램 필터', 'start_idx': 13, 'end_idx': 20, 'type': 'INV'}",no_relation
237,중국 동영상 공유 서비스 틱톡과 기능이 비슷해 사용자가 다른 게시물의 기존 사운드 클립으로 설정한 짧은 동영상을 녹화할 수 있도록 하는 데 초점을 맞췄다.,"{'word': '틱톡', 'start_idx': 14, 'end_idx': 15, 'type': 'INV'}","{'word': '짧은 동영상을 녹화', 'start_idx': 55, 'end_idx': 64, 'type': 'INV'}",no_relation
238,업데이트 후(사용자 기반 세그먼트로 롤아웃됨) 인스타그램 다이렉트 메시지 아이콘이 페이스북 메신저 아이콘으로 변환되었다.,"{'word': '인스타그램', 'start_idx': 26, 'end_idx': 30, 'type': 'INV'}","{'word': '페이스북', 'start_idx': 46, 'end_idx': 49, 'type': 'INV'}",no_relation
239,매체는 이 기능이 스냅챗과 유사하다고 지적했다.,"{'word': '이 기능', 'start_idx': 4, 'end_idx': 7, 'type': 'INV'}","{'word': '스냅챗', 'start_idx': 10, 'end_idx': 12, 'type': 'INV'}",no_relation
240,"우리는 이 모든 것을 구현했다."" 그는 또한 스냅챗은 ""원래 필터가 없었다""고 말했다.","{'word': '스냅챗', 'start_idx': 25, 'end_idx': 27, 'type': 'INV'}","{'word': '필터', 'start_idx': 34, 'end_idx': 35, 'type': 'INV'}",no_relation
241,"인스타그램에 올릴 콘텐츠를 만드는 서비스와 인스타그램 사진(물리적 출력물 포함)에서 콘텐츠를 생성하는 서비스, 분석, 인스타그램의 공식 지원이 부족하거나 아예 없는 플랫폼 대체 클라이언트 등 인스타그램과의 통합을 위해 설계된 다양한 타사 서비스로 이어지고 있다. (예: 과거 iPad)","{'word': '클라이언트', 'start_idx': 99, 'end_idx': 103, 'type': 'INV'}","{'word': '인스타그램', 'start_idx': 107, 'end_idx': 111, 'type': 'INV'}",no_relation
242,페이스북 팩트체크 프로그램의 추가와 함께 추가적인 오보의 사례를 찾기 위해 이미지 매칭 기술을 이용하게 되었다.,"{'word': '페이스북 팩트체크 프로그램', 'start_idx': 0, 'end_idx': 13, 'type': 'INV'}","{'word': '이미지 매칭 기술', 'start_idx': 42, 'end_idx': 50, 'type': 'INV'}",no_relation
